,symbol,name,slug,logo,type,objectID,_highlightResult,popularity,tokenName,tagline,lastUpdated
1365,BIXC,Bixc,bixc,https://messari.io/asset-images/3596e977-f2c4-4b10-8026-65a891d09973/128.png,asset,3596e977-f2c4-4b10-8026-65a891d09973,"{'symbol': {'value': '<b>B</b>IXC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ixc', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1366,BTP,BitcoinPay,bitcoinpay,https://messari.io/asset-images/355c8313-c298-4b55-b300-7df89f5c832e/128.png,asset,355c8313-c298-4b55-b300-7df89f5c832e,"{'symbol': {'value': '<b>B</b>TP', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoinPay', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1367,BKCAT,BlockCat,blockcat-1,https://messari.io/asset-images/343d81b5-2d7e-4ebf-be8e-1e4a6dfa5591/128.png,asset,343d81b5-2d7e-4ebf-be8e-1e4a6dfa5591,"{'symbol': {'value': '<b>B</b>KCAT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>lockCat', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1368,BVB,BVBCoin,bvbcoin,https://messari.io/asset-images/31e7c237-54cf-4f0f-b059-8f4f82c2480d/128.png,asset,31e7c237-54cf-4f0f-b059-8f4f82c2480d,"{'symbol': {'value': '<b>B</b>VB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>VBCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1369,BONPEKAO,Bon PeKaO,bon-pekao,https://messari.io/asset-images/30ce1e50-5405-4d1a-954e-9d8a85a50381/128.png,asset,30ce1e50-5405-4d1a-954e-9d8a85a50381,"{'symbol': {'value': '<b>B</b>ONPEKAO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>on PeKaO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1370,BTCA,Bitair,bitair-1,https://messari.io/asset-images/30ad3261-8135-4ba6-8dc0-d16d93dec477/128.png,asset,30ad3261-8135-4ba6-8dc0-d16d93dec477,"{'symbol': {'value': '<b>B</b>TCA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itair', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1371,BTGET,BTGET,btget,https://messari.io/asset-images/30086c9c-9f8f-48b7-87d5-f46ae2029357/128.png,asset,30086c9c-9f8f-48b7-87d5-f46ae2029357,"{'symbol': {'value': '<b>B</b>TGET', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>TGET', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1372,BLUE,Blue Protocol,blue-protocol,https://messari.io/asset-images/2f2e946b-56a5-4508-a36f-349a5e37c624/128.png,asset,2f2e946b-56a5-4508-a36f-349a5e37c624,"{'symbol': {'value': '<b>B</b>LUE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>lue Protocol', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1373,BBC,Big Bitcoin,big-bitcoin,https://messari.io/asset-images/2eceb886-21d5-40df-8eaf-d433db0e1047/128.png,asset,2eceb886-21d5-40df-8eaf-d433db0e1047,"{'symbol': {'value': '<b>B</b>BC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ig <b>B</b>itcoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,Big Bitcoin,A Bitcoin fork with network performance enhancement goals,
1374,BITG,BitGreen,bitgreen,https://messari.io/asset-images/2ec81d5b-d69e-40e9-84fd-76a51882b86e/128.png,asset,2ec81d5b-d69e-40e9-84fd-76a51882b86e,"{'symbol': {'value': '<b>B</b>ITG', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itGreen', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,BitGreen,,
1375,BRE,Break,break,https://messari.io/asset-images/2bb82c67-3dcd-4a36-9b35-984ef85cbfd8/128.png,asset,2bb82c67-3dcd-4a36-9b35-984ef85cbfd8,"{'symbol': {'value': '<b>B</b>RE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>reak', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1376,BTCRED,Bitcoin Red,bitcoin-red,https://messari.io/asset-images/29d2eb14-57bb-4caa-b8e8-f9f6493cfc2f/128.png,asset,29d2eb14-57bb-4caa-b8e8-f9f6493cfc2f,"{'symbol': {'value': '<b>B</b>TCRED', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin Red', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1377,BNK,Bankera,bankera,https://messari.io/asset-images/2998d326-4e58-4ef1-85a3-5efe7686513c/128.png,asset,2998d326-4e58-4ef1-85a3-5efe7686513c,"{'symbol': {'value': '<b>B</b>NK', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ankera', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,Bankera,Digital bank,
1378,B2X,SegWit 2x,segwit-2x,https://messari.io/asset-images/29127ddd-4ec0-4fbd-8816-b03f7e2e0cf4/128.png,asset,29127ddd-4ec0-4fbd-8816-b03f7e2e0cf4,"{'symbol': {'value': '<b>B</b>2X', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': 'SegWit 2x', 'matchLevel': 'none', 'matchedWords': []}}",0.0,SegWit 2x,A Bitcoin fork created after the New York Agreement collapse,
1379,BTCC,Bitcoin Core,bitcoin-core,https://messari.io/asset-images/276a480a-445b-4bd0-b15a-7a15cbebea12/128.png,asset,276a480a-445b-4bd0-b15a-7a15cbebea12,"{'symbol': {'value': '<b>B</b>TCC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin Core', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,Bitcoin Core,A Bitcoin Clashic fork serving as a Bitcoin meme project,
1380,BTCU,BitcoinUltra,bitcoinultra,https://messari.io/asset-images/26935746-3bd8-4dcd-b66f-a2c77cf1df5c/128.png,asset,26935746-3bd8-4dcd-b66f-a2c77cf1df5c,"{'symbol': {'value': '<b>B</b>TCU', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoinUltra', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1381,BRH,BRH,brh,https://messari.io/asset-images/2670e2fe-5db1-49de-8cbb-d2225b6a2c04/128.png,asset,2670e2fe-5db1-49de-8cbb-d2225b6a2c04,"{'symbol': {'value': '<b>B</b>RH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>RH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1382,BTCR,Bitcurrency,bitcurrency,https://messari.io/asset-images/25e0ebb3-e9b0-46cf-b111-f9d2954879fa/128.png,asset,25e0ebb3-e9b0-46cf-b111-f9d2954879fa,"{'symbol': {'value': '<b>B</b>TCR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcurrency', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1383,BRECO,Bitcoin Reference Line,bitcoin-reference-line,https://messari.io/asset-images/259bae52-024a-4b9e-b016-0fa03e6e70bb/128.png,asset,259bae52-024a-4b9e-b016-0fa03e6e70bb,"{'symbol': {'value': '<b>B</b>RECO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin Reference Line', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,Bitcoin Reference Line,A Bitcoin fork that supports encrypted reference lines,
1384,BUDDY,BUDDY,buddy,https://messari.io/asset-images/25854941-72b9-467d-aa1b-5cfc18512c70/128.png,asset,25854941-72b9-467d-aa1b-5cfc18512c70,"{'symbol': {'value': '<b>B</b>UDDY', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>UDDY', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1385,BERRY,Rentberry,rentberry-1,https://messari.io/asset-images/250416e0-b189-4e05-9dda-85bcb3488e04/128.png,asset,250416e0-b189-4e05-9dda-85bcb3488e04,"{'symbol': {'value': '<b>B</b>ERRY', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': 'Rentberry', 'matchLevel': 'none', 'matchedWords': []}}",0.0,,,
1386,BTH,Bithereum,bithereum,https://messari.io/asset-images/24f41d4d-2e7e-4f56-9fb7-8cfa28ff5be5/128.png,asset,24f41d4d-2e7e-4f56-9fb7-8cfa28ff5be5,"{'symbol': {'value': '<b>B</b>TH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ithereum', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,Bithereum,A Bitcoin fork that plans to model scaling after Ethereum,
1387,BPC,BloodyPercent,bloodypercent,https://messari.io/asset-images/24415083-b36d-48bd-ad57-c12c0bf8f14c/128.png,asset,24415083-b36d-48bd-ad57-c12c0bf8f14c,"{'symbol': {'value': '<b>B</b>PC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>loodyPercent', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,BloodyPercent,,
1388,BRICKTOX,Bricktox,bricktox-1,https://messari.io/asset-images/22b0a4c4-3dc5-401d-a5eb-6d00c658db2a/128.png,asset,22b0a4c4-3dc5-401d-a5eb-6d00c658db2a,"{'symbol': {'value': '<b>B</b>RICKTOX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ricktox', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1389,BLUX,BitLux,bitlux,https://messari.io/asset-images/22466e29-6d38-45f0-bf0e-839a191dea89/128.png,asset,22466e29-6d38-45f0-bf0e-839a191dea89,"{'symbol': {'value': '<b>B</b>LUX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itLux', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1390,BKB,BetKing Bankroll Token,betking-bankroll-token,https://messari.io/asset-images/217d3043-0689-43cb-be45-aaf4a9098b15/128.png,asset,217d3043-0689-43cb-be45-aaf4a9098b15,"{'symbol': {'value': '<b>B</b>KB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>etKing <b>B</b>ankroll Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1391,BOST,BoostCoin,boostcoin,https://messari.io/asset-images/21437a7f-e197-4a69-a8b9-043e78a5e307/128.png,asset,21437a7f-e197-4a69-a8b9-043e78a5e307,"{'symbol': {'value': '<b>B</b>OST', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>oostCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1392,BAMI,BamitCoin,bamitcoin,https://messari.io/asset-images/20c451b8-2b37-4b14-a7ca-26424240abdb/128.png,asset,20c451b8-2b37-4b14-a7ca-26424240abdb,"{'symbol': {'value': '<b>B</b>AMI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>amitCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1393,BTCO,Bitcoin Coral,bitcoin-coral,https://messari.io/asset-images/1fffeb9b-363a-45b4-9840-9cab1dc66532/128.png,asset,1fffeb9b-363a-45b4-9840-9cab1dc66532,"{'symbol': {'value': '<b>B</b>TCO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin Coral', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,Bitcoin Coral,A Bitcoin fork token offering for decentralized banking,
1394,BURN,BURN Coin,burn-coin,https://messari.io/asset-images/1e9a2a4f-9002-4466-9311-1c48f614a284/128.png,asset,1e9a2a4f-9002-4466-9311-1c48f614a284,"{'symbol': {'value': '<b>B</b>URN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>URN Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1395,BOON,BoonCoin,booncoin,https://messari.io/asset-images/1e7e6327-8b0f-4e44-ba48-f44ccf9f50aa/128.png,asset,1e7e6327-8b0f-4e44-ba48-f44ccf9f50aa,"{'symbol': {'value': '<b>B</b>OON', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>oonCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1396,BTDOLL,BTDOLL,btdoll,https://messari.io/asset-images/1e749353-92b9-49f4-abd8-1ec9c321666e/128.png,asset,1e749353-92b9-49f4-abd8-1ec9c321666e,"{'symbol': {'value': '<b>B</b>TDOLL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>TDOLL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1397,BIRD,BirdCoin,birdcoin,https://messari.io/asset-images/1ddc13b2-d228-4232-a955-6494a20e55c8/128.png,asset,1ddc13b2-d228-4232-a955-6494a20e55c8,"{'symbol': {'value': '<b>B</b>IRD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>irdCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1398,BCU,Bitcoin Unlimited CST Bitfinex,bitcoin-unlimited-cst-bitfinex,https://messari.io/asset-images/1dabda68-74f1-4acc-b4c6-9003489a1f3a/128.png,asset,1dabda68-74f1-4acc-b4c6-9003489a1f3a,"{'symbol': {'value': '<b>B</b>CU', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin Unlimited CST <b>B</b>itfinex', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1399,BEN,BitCoen,bitcoen,https://messari.io/asset-images/1b55d9dc-8325-46f7-a7b6-e81eefbdb1cb/128.png,asset,1b55d9dc-8325-46f7-a7b6-e81eefbdb1cb,"{'symbol': {'value': '<b>B</b>EN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itCoen', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1400,BRIA,BriaCoin,briacoin,https://messari.io/asset-images/1b4fdfcf-7022-4c19-8d50-ff92d7ff8cd7/128.png,asset,1b4fdfcf-7022-4c19-8d50-ff92d7ff8cd7,"{'symbol': {'value': '<b>B</b>RIA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>riaCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1401,BHD,Bahraini Dinar,bahraini-dinar,https://messari.io/asset-images/19fc98b6-3292-4fe0-8565-0da03d960046/128.png,asset,19fc98b6-3292-4fe0-8565-0da03d960046,"{'symbol': {'value': '<b>B</b>HD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ahraini Dinar', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1402,BGR,Bongger,bongger,https://messari.io/asset-images/18882cb5-9fb3-4be6-a264-8b45d55931a1/128.png,asset,18882cb5-9fb3-4be6-a264-8b45d55931a1,"{'symbol': {'value': '<b>B</b>GR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ongger', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1403,BCV,BitCapitalVendor,bitcapitalvendor,https://messari.io/asset-images/174532e8-9168-4a71-a57e-333833e319b9/128.png,asset,174532e8-9168-4a71-a57e-333833e319b9,"{'symbol': {'value': '<b>B</b>CV', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itCapitalVendor', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,BitCapitalVendor,,
1404,BTD,Bitcoin DAO,bitcoin-dao,https://messari.io/asset-images/16a25883-ce81-4403-ae5d-b206424e357c/128.png,asset,16a25883-ce81-4403-ae5d-b206424e357c,"{'symbol': {'value': '<b>B</b>TD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin DAO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,Bitcoin DAO,A DAO fork of Bitcoin,
1405,BWS,Bitcoin W Spectrum,bitcoin-w-spectrum,https://messari.io/asset-images/16513c3a-30e4-4672-adc1-2fad0b654400/128.png,asset,16513c3a-30e4-4672-adc1-2fad0b654400,"{'symbol': {'value': '<b>B</b>WS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin W Spectrum', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1406,BTF,Blockchain Traded Fund,blockchain-traded-fund,https://messari.io/asset-images/154c259a-2807-4206-ab0a-6e1d76a77717/128.png,asset,154c259a-2807-4206-ab0a-6e1d76a77717,"{'symbol': {'value': '<b>B</b>TF', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>lockchain Traded Fund', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1407,BDC,Black Diamond,black-diamond,https://messari.io/asset-images/14def21f-6a58-41f7-bdc8-08d9c2c8ccad/128.png,asset,14def21f-6a58-41f7-bdc8-08d9c2c8ccad,"{'symbol': {'value': '<b>B</b>DC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>lack Diamond', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1408,BPOK,BitPokemonGo,bitpokemongo,https://messari.io/asset-images/11be48c9-1676-488f-9ff5-dd3d8515db69/128.png,asset,11be48c9-1676-488f-9ff5-dd3d8515db69,"{'symbol': {'value': '<b>B</b>POK', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itPokemonGo', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1409,BGON,One,one,https://messari.io/asset-images/100888aa-219d-4083-bd13-0141320ecb41/128.png,asset,100888aa-219d-4083-bd13-0141320ecb41,"{'symbol': {'value': '<b>B</b>GON', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': 'One', 'matchLevel': 'none', 'matchedWords': []}}",0.0,,,
1410,BITM,BITM,bitm,https://messari.io/asset-images/0e5a120f-3513-4cc6-ab5b-0ff2be442bcb/128.png,asset,0e5a120f-3513-4cc6-ab5b-0ff2be442bcb,"{'symbol': {'value': '<b>B</b>ITM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ITM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1411,BOS,BOScoin,boscoin,https://messari.io/asset-images/0be48862-1a00-4b2e-9f01-40af400a643f/128.png,asset,0be48862-1a00-4b2e-9f01-40af400a643f,"{'symbol': {'value': '<b>B</b>OS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>OScoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,BOScoin,,
1412,BEC,Bitcoin Eco,bitcoin-eco,https://messari.io/asset-images/0b905704-84e2-4631-a36f-44c1d90f6a1e/128.png,asset,0b905704-84e2-4631-a36f-44c1d90f6a1e,"{'symbol': {'value': '<b>B</b>EC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin Eco', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,Bitcoin Eco,A Bitcoin fork focused on the environment and energy consumption reduction,
1413,BAB,Babel,babel,https://messari.io/asset-images/093419fb-1833-4923-8307-692ce3416784/128.png,asset,093419fb-1833-4923-8307-692ce3416784,"{'symbol': {'value': '<b>B</b>AB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>abel', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1414,BABYDOGO,Baby Dogo Coin,baby-dogo-coin,https://messari.io/asset-images/0465e184-e992-4bbe-8831-d5d3ed06ff6b/128.png,asset,0465e184-e992-4bbe-8831-d5d3ed06ff6b,"{'symbol': {'value': '<b>B</b>ABYDOGO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>aby Dogo Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1415,BKS,Baby KShark,baby-kshark,https://messari.io/asset-images/03da6c45-c90a-4e0f-8faf-a870523f81a2/128.png,asset,03da6c45-c90a-4e0f-8faf-a870523f81a2,"{'symbol': {'value': '<b>B</b>KS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>aby KShark', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1416,BCDT,EvidenZ,blockchain-certified-data-token,https://messari.io/asset-images/02b940e8-4593-4de8-8207-3fa6e84dd499/128.png,asset,02b940e8-4593-4de8-8207-3fa6e84dd499,"{'symbol': {'value': '<b>B</b>CDT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': 'EvidenZ', 'matchLevel': 'none', 'matchedWords': []}}",0.0,,,
1417,BSATOSHI,BabySatoshi,babysatoshi,https://messari.io/asset-images/01972c75-2759-4bae-910b-e8fb99f48884/128.png,asset,01972c75-2759-4bae-910b-e8fb99f48884,"{'symbol': {'value': '<b>B</b>SATOSHI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>abySatoshi', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1418,BSDS,Basis Dollar Share,basis-dollar-share,https://messari.io/asset-images/0191698d-9d70-431c-9490-a90e69631f1e/128.png,asset,0191698d-9d70-431c-9490-a90e69631f1e,"{'symbol': {'value': '<b>B</b>SDS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>asis Dollar Share', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",0.0,,,
1419,BOOL,Boolean,boolean,https://messari.io/asset-images/ffb98ae9-e486-44be-8bae-ad2bc2e0cecf/128.png,asset,ffb98ae9-e486-44be-8bae-ad2bc2e0cecf,"{'symbol': {'value': '<b>B</b>OOL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>oolean', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",,,,
1420,BTCA,Bitcoin Anonymous,bitcoin-anonymous,https://messari.io/asset-images/ffb3cd20-7343-4e35-a2f2-9459bb77a78a/128.png,asset,ffb3cd20-7343-4e35-a2f2-9459bb77a78a,"{'symbol': {'value': '<b>B</b>TCA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin Anonymous', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",,,,
1421,BERRY,Berry,berry,https://messari.io/asset-images/ff7044bd-0457-41d7-a23d-ff14f74c4f97/128.png,asset,ff7044bd-0457-41d7-a23d-ff14f74c4f97,"{'symbol': {'value': '<b>B</b>ERRY', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>erry', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",,,,
1422,BIRD,Bird.Money,bird-money,https://messari.io/asset-images/fefa947d-7719-4915-b24f-29a25ab34e80/128.png,asset,fefa947d-7719-4915-b24f-29a25ab34e80,"{'symbol': {'value': '<b>B</b>IRD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ird.Money', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",,,,
1423,BKX,BANKEX,bankex,https://messari.io/asset-images/fef2c840-d577-43e3-8502-37ded89ede79/128.png,asset,fef2c840-d577-43e3-8502-37ded89ede79,"{'symbol': {'value': '<b>B</b>KX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ANKEX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",,,,
1425,BOX,DefiBox,defibox,https://messari.io/asset-images/fed473d3-b839-422d-9a19-e54b0253c192/128.png,asset,fed473d3-b839-422d-9a19-e54b0253c192,"{'symbol': {'value': '<b>B</b>OX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': 'DefiBox', 'matchLevel': 'none', 'matchedWords': []}}",,,,
